iter,l_tr,l_te,acc_tr,acc_te
100,0.24363577827811242,0.24075013712048532,0.5571875,0.5725
200,0.24084955096244812,0.23856863766908645,0.5690625,0.5740625
300,0.2382960431277752,0.23557607173919679,0.581875,0.590625
400,0.23628099232912064,0.23392671287059785,0.5915625,0.5896875
500,0.23316657096147536,0.23199674844741822,0.599375,0.5953125
600,0.2343654890358448,0.23215697571635246,0.593125,0.6040625
700,0.23302852123975754,0.22958503305912017,0.59484375,0.605
800,0.2305259121954441,0.2282930262386799,0.6053125,0.61171875
900,0.23075445964932442,0.22713461637496948,0.60328125,0.60796875
1000,0.2328222094476223,0.22706587582826615,0.59078125,0.60796875
1100,0.23134920611977577,0.22760610401630402,0.59890625,0.613125
1200,0.22896668672561646,0.22575744211673737,0.60265625,0.6125
1300,0.22788924232125282,0.22530168876051904,0.61359375,0.615
1400,0.23207637131214143,0.22376463532447816,0.5953125,0.60984375
1500,0.22647842049598693,0.22287131905555724,0.61609375,0.6115625
1600,0.22673564285039902,0.22363729625940323,0.60609375,0.615
1700,0.22766056463122367,0.2225588695704937,0.608125,0.61140625
1800,0.23068734779953956,0.2220393116772175,0.60078125,0.618125
1900,0.22986975088715553,0.2234957267343998,0.60625,0.62109375
2000,0.2247171287238598,0.22151376500725747,0.6159375,0.6084375
2100,0.21731227815151213,0.2017704291641712,0.62046875,0.65078125
2200,0.2046506367623806,0.19429692655801772,0.66203125,0.66703125
2300,0.18879886731505394,0.17653435803949832,0.69671875,0.7196875
2400,0.17163144193589688,0.15343905255198478,0.7403125,0.77921875
2500,0.14446434542536735,0.13602061681449412,0.79125,0.80640625
2600,0.13449580244719983,0.12654991582036018,0.80765625,0.82203125
2700,0.13145045086741447,0.12162281639873981,0.81484375,0.83265625
2800,0.12768572613596915,0.12129158057272434,0.81984375,0.833125
2900,0.12394078258424997,0.11691265314817428,0.82703125,0.8371875
3000,0.1254270685464144,0.11610094621777535,0.82734375,0.84
3100,0.12263264637440444,0.11675811730325222,0.8309375,0.83984375
3200,0.11741966143250465,0.11284569397568703,0.835,0.84234375
3300,0.1145558125525713,0.11130046743899584,0.84109375,0.84578125
3400,0.11837127111852169,0.11097611986100674,0.8296875,0.8478125
3500,0.1195135997235775,0.10952269118279219,0.83234375,0.84734375
3600,0.12281097125262022,0.10887491375207901,0.8278125,0.84765625
3700,0.11338239334523678,0.10915567487478256,0.84140625,0.84921875
3800,0.115340666025877,0.10906201131641864,0.8384375,0.85203125
3900,0.11494083132594823,0.10895144976675511,0.8390625,0.85140625
4000,0.11514502175152302,0.10809810068458318,0.8384375,0.85046875
