iter,l_tr,l_te,acc_tr,acc_te
100,0.243768527507782,0.23920850413785855,0.611875,0.6536199433702818
200,0.23718171775341035,0.23347668454680645,0.64046875,0.6644055515947477
300,0.2319110155105591,0.228612192709681,0.65453125,0.672051920017726
400,0.22697037801146508,0.2240000495188673,0.6684375,0.6764813762315562
500,0.22352904558181763,0.2201477973393991,0.661953125,0.6832755115670217
600,0.22092122375965118,0.2163546083258911,0.6721875,0.6831115375102406
700,0.21649822622537612,0.21290512487921917,0.681953125,0.68666071203393
800,0.2120675340294838,0.20967692577503097,0.685390625,0.692520626833741
900,0.21027806922793388,0.20680913853813226,0.68484375,0.6989566079327758
1000,0.20942545890808106,0.20425494204104785,0.686484375,0.699204726118437
1100,0.2054317583143711,0.20183495442632218,0.69359375,0.7005531972562763
1200,0.20390179514884949,0.1993870886278824,0.6925,0.7137013262426349
1300,0.2012980704009533,0.1971046704221779,0.70046875,0.715379902174775
1400,0.19919628754258156,0.19514155828616989,0.7002031250298023,0.7192591831717693
1500,0.1970112232863903,0.19325597311409426,0.70625,0.7204695704957129
1600,0.1952828785777092,0.1914644824786925,0.713359375,0.7234685689630643
1700,0.1935463346540928,0.1898100606992211,0.70703125,0.725807357002312
1800,0.19038699328899383,0.18810734593532455,0.72359375,0.7280080612276641
1900,0.1921582378447056,0.18668646291947702,0.711015625,0.7320793640445655
2000,0.1900012168288231,0.18524254690593397,0.716640625,0.7313091175656923
2100,0.18651603206992148,0.18394193766822278,0.72390625,0.7327115267095431
2200,0.1864904673397541,0.18256181268624858,0.719765625,0.7339499626361149
2300,0.18689869999885558,0.1813441403734852,0.7203125,0.7348302443262557
2400,0.18459061846137048,0.1801750424882056,0.725625,0.7360406316501994
2500,0.18342227786779403,0.17905691832723752,0.727734375,0.736700842917805
2600,0.18318255260586738,0.17790446776739308,0.728359375,0.7400018992558332
2700,0.18205931201577186,0.1768361210403308,0.7321562500298023,0.7408001934978324
2800,0.17986388638615608,0.17599236314565364,0.735234375,0.7424507216668464
2900,0.17935069173574447,0.17504484972483675,0.73296875,0.7452835893966783
3000,0.1766281606256962,0.1741374521188333,0.74078125,0.7457237302417487
3100,0.17486311361193657,0.17321836297780696,0.74234375,0.7459998970300379
3200,0.17774226754903794,0.1727940687831019,0.7325,0.7479244344671008
3300,0.17778560295701026,0.17168873863320955,0.739375,0.7474303547765168
3400,0.17418303057551385,0.17097496041949367,0.740625,0.7496030103992408
3500,0.17290593713521957,0.17025600982383943,0.746484375,0.7493548922135796
3600,0.17379261761903764,0.16960596408642514,0.738828125,0.7506213759032774
3700,0.17515895694494246,0.16894019951283093,0.739921875,0.7527120449173619
3800,0.17120561331510545,0.1683607926251183,0.752578125,0.7535642780048747
3900,0.17296474799513817,0.16784952811791864,0.746796875,0.7538123970300379
4000,0.17069486036896706,0.16712744953766676,0.748671875,0.7541425026638408
4100,0.17092426761984825,0.16660537833059338,0.7460312500596047,0.7563712546523188
4200,0.17042058542370797,0.16612421165049915,0.74859375,0.7579117476100653
4300,0.16873357623815535,0.16554676374079477,0.753828125,0.7584619236664033
4400,0.16760739371180533,0.16507495939731598,0.75234375,0.7591221349340089
4500,0.16858727440238,0.16460461851576685,0.753125,0.7604425574692202
4600,0.16979023903608323,0.16418046011051662,0.7459375,0.7613508877619891
4700,0.16860330939292908,0.16373353671859686,0.751015625,0.760772663103023
4800,0.16777388513088226,0.16337998757060146,0.75,0.7606345801286294
4900,0.16714224234223365,0.16293133396497914,0.753984375,0.7641837546523188
5000,0.1688246001303196,0.16254941804308287,0.747734375,0.7637436138072484
5100,0.16591765508055686,0.1621869596796976,0.759375,0.7647339307086568
5200,0.16726535186171532,0.16182357996282443,0.75671875,0.7650640363424597
5300,0.16536062464118004,0.16150921352312597,0.75703125,0.7647339307086568
5400,0.16606098651885987,0.16107491477274558,0.7547812500596046,0.7650640363424597
5500,0.165066177546978,0.16090611945575392,0.757421875,0.764925953368066
5600,0.16459183365106583,0.1604439416821574,0.758203125,0.7677048814128822
5700,0.1627008693665266,0.16015193139163542,0.76234375,0.7677868688610238
5800,0.1631588339805603,0.15985107778663366,0.76015625,0.7668245997227413
5900,0.16520900279283524,0.15977579544127826,0.755234375,0.7671266575934181
6000,0.1653573389351368,0.1592920565269363,0.7559375,0.7683650926804878
6100,0.16224052309989928,0.15909616166437177,0.757734375,0.7694373970300379
6200,0.1611613993346691,0.15882556035485065,0.763671875,0.7670166223821505
6300,0.16458914935588836,0.1585918062589538,0.754140625,0.7681169744948266
6400,0.16389653131365775,0.15827931694581476,0.75640625,0.7700156208495019
